element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,event,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,key_passes,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
243,2,3,0,False,2017-08-12T16:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,10,17,0,True,2017-08-13T12:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,121294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,9,6,True,2017-08-11T18:45:00Z,4,3,1,90,1,0,0,3,0,0,0,0,0,0,0,32,49.0,39.8,60.0,14.9,105,0,695667,0,0,21,1,0,1,19,1,0,0,2,3,2,1,0,2,2,0,0,0
14,1,9,0,True,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,120,0,126282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,9,0,True,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,134752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,6,16,0,True,2017-08-12T14:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,9,2,True,2017-08-11T18:45:00Z,4,3,1,90,0,0,0,3,0,0,0,0,0,0,0,26,35.8,29.3,44.0,10.9,60,0,135193,0,0,51,0,0,7,40,8,0,0,1,2,0,1,0,10,2,3,2,0
357,6,14,6,False,2017-08-12T14:00:00Z,0,0,1,90,0,0,1,0,0,0,0,0,0,0,0,26,21.4,0.2,0.0,2.2,50,0,54205,0,0,41,0,0,9,36,0,0,0,0,0,0,0,0,2,0,0,0,0
422,8,2,6,True,2017-08-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,24,15.6,1.1,0.0,1.7,50,0,13029,0,0,26,0,0,3,19,0,0,0,0,0,0,0,0,7,1,2,0,0
278,9,20,0,True,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,204440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,3,4,1,True,2017-08-12T14:00:00Z,2,3,1,73,0,0,0,3,0,0,0,0,0,0,0,16,12.6,11.4,4.0,2.8,55,0,5068,0,0,46,0,0,2,42,1,0,0,0,1,0,0,0,4,0,0,0,0
476,9,20,0,True,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,7,18,0,False,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,70031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8,19,2,False,2017-08-12T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,14,21.6,17.6,1.0,4.0,45,0,29900,0,0,106,0,0,3,93,0,0,0,0,1,0,0,0,4,0,1,1,0
92,7,10,1,True,2017-08-12T11:30:00Z,3,3,1,27,0,0,0,0,0,0,0,0,0,0,0,4,2.2,2.9,0.0,0.5,65,0,95817,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0
131,4,8,1,True,2017-08-12T14:00:00Z,0,3,1,45,0,0,0,1,0,0,0,0,0,0,0,13,8.2,16.3,2.0,2.7,60,0,117997,0,0,14,1,0,0,8,3,0,0,0,2,0,0,0,1,2,2,0,0
449,9,12,2,False,2017-08-13T15:00:00Z,4,0,1,90,0,0,0,4,0,0,0,0,0,0,0,7,1.4,8.7,0.0,1.0,70,0,92244,0,0,30,0,0,0,25,0,0,0,0,0,1,0,0,3,3,0,0,0
457,9,12,0,False,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,1,0,False,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,33071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,9,12,-1,False,2017-08-13T15:00:00Z,4,0,1,90,0,0,0,4,0,0,0,1,0,0,0,10,13.2,0.5,0.0,1.4,45,0,48392,0,0,44,0,0,9,35,0,0,0,0,0,0,0,0,4,0,0,0,0
353,6,14,0,False,2017-08-12T14:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,847779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,11,1,True,2017-08-12T16:30:00Z,0,2,1,13,0,0,0,0,0,0,0,0,0,0,0,5,2.0,5.2,2.0,0.9,60,0,87634,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0
280,9,20,10,True,2017-08-13T15:00:00Z,4,0,1,10,1,1,0,0,0,0,0,0,0,0,1,32,51.4,11.1,21.0,8.4,80,0,38558,0,0,7,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0
103,3,4,0,True,2017-08-12T14:00:00Z,2,3,1,90,0,0,0,3,0,0,0,1,0,0,0,11,21.8,2.0,9.0,3.3,60,0,121610,0,0,72,0,0,9,65,0,0,0,3,0,0,0,0,1,0,1,1,0
267,9,20,5,True,2017-08-13T15:00:00Z,4,0,1,90,0,0,1,0,0,0,0,1,0,0,0,22,19.4,17.2,8.0,4.5,65,0,362470,0,0,40,0,0,5,37,1,0,0,3,1,0,1,0,4,2,0,0,0
446,9,12,1,False,2017-08-13T15:00:00Z,4,0,1,80,0,0,0,2,0,0,0,0,0,0,0,14,20.2,1.8,0.0,2.2,45,0,10420,0,0,24,0,0,6,21,0,0,1,1,0,0,0,0,4,0,3,0,0
30,8,19,0,False,2017-08-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,208181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3,5,0,False,2017-08-12T14:00:00Z,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,39759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,9,12,0,False,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,41694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3,5,0,False,2017-08-12T14:00:00Z,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,5,15,1,True,2017-08-12T14:00:00Z,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,10,17.8,0.1,0.0,1.8,55,0,226751,0,0,35,0,0,7,35,0,0,0,2,0,0,0,0,0,0,0,0,0
277,9,20,0,True,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8,19,3,False,2017-08-12T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,5,0,19,34.6,0.0,0.0,3.5,45,0,227589,0,0,23,0,0,1,15,0,0,0,0,0,0,0,0,9,0,0,0,0
272,9,20,0,True,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,66867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,10,17,2,True,2017-08-13T12:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,4,8.6,15.9,4.0,2.9,55,0,56097,0,0,17,0,0,0,8,1,0,0,1,0,0,0,0,5,3,0,0,0
130,4,8,0,True,2017-08-12T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,10,13,8,False,2017-08-13T12:30:00Z,0,2,1,81,1,0,1,0,0,0,0,0,0,0,0,25,36.6,8.3,45.0,9.0,95,0,1512564,0,0,31,0,0,1,24,0,0,0,4,0,0,0,0,5,5,2,0,1
49,8,19,2,False,2017-08-12T14:00:00Z,1,0,1,63,0,0,0,1,0,0,0,0,0,0,0,7,5.2,16.2,6.0,2.7,60,0,30511,0,0,6,0,0,1,6,0,0,0,0,1,0,1,0,0,1,0,0,0
196,1,1,0,False,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,21829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2,3,0,False,2017-08-12T16:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,10,13,14,False,2017-08-13T12:30:00Z,0,2,1,90,1,0,1,0,0,0,0,1,0,0,3,36,47.6,30.1,17.0,9.5,55,0,134281,0,0,75,0,0,4,68,0,0,0,2,2,0,0,0,5,2,1,0,0
421,8,2,7,True,2017-08-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,2,1,25,14.6,0.0,0.0,1.5,45,0,604214,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0
190,1,1,0,False,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,5,0,False,2017-08-12T14:00:00Z,2,3,1,90,0,0,0,2,0,0,0,1,0,0,0,10,31.2,0.2,36.0,6.7,45,0,470160,0,0,34,0,0,9,27,0,0,0,1,0,0,0,0,2,0,1,0,0
486,7,10,0,True,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,7,18,0,False,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,9101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,11,0,True,2017-08-12T16:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2,3,1,False,2017-08-12T16:30:00Z,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0.4,3.3,0.0,0.4,80,0,91243,0,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
420,8,2,0,True,2017-08-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,186295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,5,7,2,False,2017-08-12T14:00:00Z,1,0,1,71,0,0,0,1,0,0,0,0,0,0,0,5,0.0,13.3,6.0,1.9,55,0,4169,0,0,23,0,0,0,20,1,0,0,1,1,0,0,0,5,2,0,1,0
37,8,19,0,False,2017-08-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,168690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2,3,0,False,2017-08-12T16:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,7,10,0,True,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,64421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2,11,1,True,2017-08-12T16:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,14,20.2,0.3,0.0,2.1,45,0,11889,0,0,24,0,0,7,18,1,0,0,0,0,0,0,0,8,0,1,0,0
48,8,19,0,False,2017-08-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,1,9,0,True,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,10,13,0,False,2017-08-13T12:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,9,0,True,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,14005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3,4,-1,True,2017-08-12T14:00:00Z,2,3,1,80,0,0,0,3,0,0,0,0,1,0,0,7,12.8,67.8,2.0,8.3,70,0,375528,0,0,87,0,0,0,75,1,0,0,3,5,0,1,0,6,0,0,0,0
494,10,17,0,True,2017-08-13T12:30:00Z,0,2,1,56,0,0,0,2,0,0,0,0,0,0,0,9,21.6,0.4,0.0,2.2,40,0,98023,0,0,14,0,0,6,13,0,0,0,0,0,0,0,0,4,0,1,0,0
338,5,7,0,False,2017-08-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,6,16,1,True,2017-08-12T14:00:00Z,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,8.0,0.7,65,0,56567,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0
34,8,19,2,False,2017-08-12T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,13,12.2,10.0,18.0,4.0,50,0,852727,0,0,70,0,0,1,57,0,0,0,0,0,0,1,0,6,0,0,0,0
81,3,5,0,False,2017-08-12T14:00:00Z,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,3,4,1,True,2017-08-12T14:00:00Z,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,50,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,9,12,0,False,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,10,17,2,True,2017-08-13T12:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,-4,4.6,2.0,34.0,4.1,50,0,108635,0,0,13,0,1,1,9,2,0,0,0,0,1,0,0,3,8,0,1,0
134,4,8,2,True,2017-08-12T14:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,-2,0.0,3.2,35.0,3.8,80,0,420235,0,0,19,0,1,1,10,0,0,0,1,0,0,0,0,0,2,0,2,0
387,10,13,12,False,2017-08-13T12:30:00Z,0,2,1,90,0,2,1,0,0,0,0,0,0,0,3,36,48.4,50.4,50.0,14.9,95,0,570759,0,0,67,1,0,1,61,1,0,0,0,3,0,1,0,1,0,0,2,0
192,1,1,0,False,2017-08-11T18:45:00Z,4,3,1,90,0,0,0,4,0,0,0,0,0,0,0,9,19.6,16.0,0.0,3.6,50,0,167677,0,0,29,0,0,5,17,0,0,0,0,1,0,1,0,4,2,0,0,0
403,7,10,0,True,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,4,6,6,False,2017-08-12T14:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,23,12.8,10.3,2.0,2.5,45,0,20491,0,0,13,0,0,4,11,0,0,0,3,0,0,0,0,2,0,3,0,0
434,8,2,8,True,2017-08-12T14:00:00Z,1,0,1,90,0,1,1,0,0,0,0,0,0,0,2,29,29.8,42.3,0.0,7.2,55,0,5228,0,0,27,1,0,2,8,0,0,0,1,3,0,1,0,6,1,3,0,0
165,4,6,6,False,2017-08-12T14:00:00Z,0,3,1,90,0,0,1,0,0,0,0,0,0,0,0,16,17.6,1.3,7.0,2.6,45,0,25608,0,0,25,0,0,2,16,0,0,0,1,0,0,0,0,1,2,0,0,0
263,9,20,0,True,2017-08-13T15:00:00Z,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,65797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4,8,0,True,2017-08-12T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,10,17,1,True,2017-08-13T12:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,12,12.4,0.5,17.0,3.0,45,0,29375,0,0,30,0,0,4,19,0,0,0,1,0,0,0,0,4,0,2,0,0
241,2,3,0,False,2017-08-12T16:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,34470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,8,2,2,True,2017-08-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,1,0,0,0,4,8.8,0.9,14.0,2.4,45,0,17803,0,0,17,0,0,8,16,0,0,0,2,0,0,0,0,5,0,0,2,0
186,4,6,4,False,2017-08-12T14:00:00Z,0,3,1,18,0,1,0,0,0,0,0,0,0,0,0,14,20.2,10.6,2.0,3.3,45,0,142160,0,0,5,0,0,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0
61,2,11,0,True,2017-08-12T16:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,35648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,4,8,0,True,2017-08-12T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,7,10,0,True,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,7,10,0,True,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,8,2,6,True,2017-08-12T14:00:00Z,1,0,1,90,0,0,1,0,0,0,0,0,0,0,0,23,21.0,0.0,0.0,2.1,50,0,247072,0,0,20,0,0,11,14,0,0,0,1,0,0,0,0,4,0,0,0,0
464,5,15,0,True,2017-08-12T14:00:00Z,1,0,1,45,0,0,0,0,0,0,0,1,0,0,0,4,14.8,19.8,4.0,3.9,45,0,27700,0,0,21,0,0,4,14,0,0,0,1,1,0,2,0,2,2,1,0,0
310,6,16,6,True,2017-08-12T14:00:00Z,0,0,1,90,0,0,1,0,0,0,0,0,0,0,0,24,14.2,5.3,19.0,3.9,50,0,523597,0,0,49,0,0,3,41,1,0,0,1,0,0,0,0,5,1,1,1,0
97,3,4,1,True,2017-08-12T14:00:00Z,2,3,1,90,0,0,0,3,0,0,0,0,0,0,0,16,10.6,20.3,6.0,3.7,65,0,445163,0,0,57,0,0,3,51,0,0,0,2,1,0,0,0,4,1,3,0,0
270,9,20,6,True,2017-08-13T15:00:00Z,4,0,1,90,0,0,1,0,0,0,0,0,0,0,0,23,15.0,25.1,13.0,5.3,55,0,53799,0,0,36,0,0,6,26,1,0,0,2,1,0,1,0,3,0,0,2,0
63,2,11,2,True,2017-08-12T16:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,7,5.4,0.4,0.0,0.6,45,0,21575,0,0,19,0,0,6,14,0,0,0,3,0,0,0,0,6,1,0,0,0
3,1,9,0,True,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,43837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4,8,0,True,2017-08-12T14:00:00Z,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,26732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,1,1,False,2017-08-11T18:45:00Z,4,3,1,18,0,0,0,2,0,0,0,0,0,0,0,2,5.4,0.3,0.0,0.6,45,0,10847,0,0,7,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0
202,1,1,0,False,2017-08-11T18:45:00Z,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,13593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,7,18,0,False,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80,0,30609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2,3,6,False,2017-08-12T16:30:00Z,0,2,1,67,0,0,1,0,0,0,0,0,0,0,0,22,1.8,6.3,5.0,1.3,55,0,168249,0,0,38,0,0,1,34,0,0,0,0,0,0,0,0,4,2,1,1,0
237,7,18,0,False,2017-08-12T11:30:00Z,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,10,13,0,False,2017-08-13T12:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,19698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
