element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,event,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,key_passes,offside,open_play_crosses,penalties_conceded,recoveries,tackled,tackles,target_missed,winning_goals
454,10,4,0,False,2016-08-15T19:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,14023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,3,17,1,True,2016-08-13T14:00:00Z,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,6,8.2,0.3,0.0,0.9,60,0,13918,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,2,0,0
16,8,9,2,True,2016-08-14T15:00:00Z,3,4,1,60,0,0,0,3,0,0,0,0,0,0,0,5,2.2,4.9,23.0,3.0,80,0,163170,0,0,26,0,0,2,22,1,0,0,0,0,0,0,0,2,2,0,1,0
482,7,13,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,10,20,0,True,2016-08-15T19:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,4,8,5,True,2016-08-13T11:30:00Z,2,1,1,90,0,1,0,1,0,0,0,0,0,0,0,10,14.4,12.2,30.0,5.7,60,0,26039,0,0,15,0,0,0,10,0,0,0,1,1,1,0,0,1,2,0,2,0
164,4,8,8,True,2016-08-13T11:30:00Z,2,1,1,90,1,0,0,1,0,0,0,0,0,0,2,29,45.2,16.8,45.0,10.7,45,0,38151,0,0,28,0,0,3,20,3,0,1,1,1,0,0,0,6,6,0,0,0
283,6,14,2,True,2016-08-13T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,6,3.2,2.2,9.0,1.4,45,0,17663,0,0,37,0,0,4,31,0,0,0,4,0,0,0,0,2,1,0,1,0
30,9,11,0,True,2016-08-14T12:30:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,6,14,1,True,2016-08-13T14:00:00Z,1,1,1,69,0,0,0,1,0,0,0,1,0,0,0,3,2.0,1.3,0.0,0.3,45,0,2723,0,0,29,0,0,3,25,0,0,0,2,0,0,0,0,4,0,0,0,0
205,8,1,11,False,2016-08-14T15:00:00Z,3,4,1,75,1,1,0,3,0,0,0,1,0,0,2,33,51.2,33.7,57.0,14.2,70,0,155525,0,0,31,0,0,1,26,1,0,0,2,3,0,0,0,1,3,0,0,0
345,5,10,0,False,2016-08-13T16:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,6,14,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9,11,7,True,2016-08-14T12:30:00Z,1,3,1,90,1,0,0,3,0,0,0,0,0,0,0,23,42.4,4.3,27.0,7.4,45,0,21505,0,0,47,0,0,1,39,2,0,0,0,0,0,0,0,3,2,0,0,0
415,7,13,1,False,2016-08-13T14:00:00Z,1,1,1,72,0,0,0,1,0,0,0,1,0,0,0,7,5.6,13.7,3.0,2.2,45,0,1330,0,0,34,0,0,1,27,4,0,0,3,0,0,0,0,3,1,1,1,0
261,5,10,1,False,2016-08-13T16:30:00Z,2,1,1,27,0,0,0,1,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,55,0,26092,0,0,3,0,0,3,3,1,0,0,2,0,0,0,0,3,0,0,0,0
450,10,4,2,False,2016-08-15T19:00:00Z,2,1,1,90,0,0,0,2,0,0,0,0,0,4,0,16,29.8,0.0,0.0,3.0,50,0,94480,0,0,28,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0
158,4,8,2,True,2016-08-13T11:30:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,9.2,11.4,4.0,2.5,50,0,14379,0,0,61,0,0,5,38,0,0,0,1,1,0,0,0,12,0,1,0,0
187,4,7,2,False,2016-08-13T11:30:00Z,2,1,1,90,0,0,0,2,0,0,0,0,0,0,0,9,5.0,46.4,8.0,5.9,75,0,401655,0,0,24,2,0,1,19,3,0,0,4,4,0,0,0,3,5,0,2,0
192,8,1,0,False,2016-08-14T15:00:00Z,3,4,1,90,0,0,0,3,0,0,0,1,0,0,0,5,7.0,15.5,0.0,2.3,50,0,176388,0,0,38,0,0,4,28,0,0,0,2,1,0,1,1,4,0,0,0,0
281,6,14,2,True,2016-08-13T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,2,8.4,19.9,23.0,5.1,55,0,10060,0,0,17,0,1,1,13,2,0,0,2,1,0,2,0,3,5,1,2,0
220,5,15,1,True,2016-08-13T16:30:00Z,2,1,1,90,0,0,0,1,0,0,0,1,0,0,0,16,31.8,3.8,2.0,3.8,60,0,187515,0,0,79,0,0,16,71,3,0,0,2,0,0,0,0,6,2,0,0,0
524,8,1,0,False,2016-08-14T15:00:00Z,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8,9,2,True,2016-08-14T15:00:00Z,3,4,1,90,0,0,0,4,0,0,0,0,0,0,0,0,5.4,15.3,14.0,3.5,110,0,296455,0,0,17,0,0,0,12,1,0,0,0,1,4,0,0,0,4,0,0,0
522,6,14,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,4,8,0,True,2016-08-13T11:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,8,9,3,True,2016-08-14T15:00:00Z,3,4,1,58,0,1,0,3,0,0,0,1,0,0,0,12,16.6,17.5,0.0,3.4,60,0,48146,0,0,28,0,0,0,20,0,0,0,1,1,0,0,0,7,1,1,0,0
101,7,18,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,8821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,9,6,True,2016-08-14T15:00:00Z,3,4,1,32,1,0,0,1,0,0,0,0,0,0,0,23,39.4,6.5,19.0,6.5,60,0,41083,0,0,11,0,0,1,7,2,0,0,0,0,0,1,0,0,1,0,0,0
401,3,6,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,7,13,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,35804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,4,8,0,True,2016-08-13T11:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,7,13,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,9,2,1,False,2016-08-14T12:30:00Z,1,3,1,90,0,0,0,1,0,0,0,1,0,0,0,11,9.4,13.1,0.0,2.3,65,0,13151,0,0,87,0,0,3,76,0,0,0,2,0,0,1,0,7,0,1,0,0
263,9,2,0,False,2016-08-14T12:30:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,4,8,2,True,2016-08-13T11:30:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,14.8,1.8,0.0,1.7,45,0,32036,0,0,48,0,0,3,43,1,0,0,1,0,0,0,0,7,1,1,0,0
39,9,11,2,True,2016-08-14T12:30:00Z,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,19,12.2,5.0,17.0,3.4,50,0,10415,0,0,66,0,0,4,61,0,0,0,1,0,0,0,0,13,0,1,0,0
68,1,16,2,True,2016-08-13T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,-3,0.0,2.3,42.0,4.3,65,0,410883,0,0,13,0,1,0,8,2,0,0,0,0,1,0,0,1,4,0,3,0
120,2,19,2,True,2016-08-13T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,17,23.2,32.8,46.0,10.2,65,0,223526,0,0,27,0,0,3,22,2,0,0,1,2,0,2,0,5,2,4,2,0
374,10,4,1,False,2016-08-15T19:00:00Z,2,1,1,34,0,0,0,0,0,0,0,0,0,0,0,5,0.2,1.2,4.0,0.5,75,0,306332,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0
468,10,4,2,False,2016-08-15T19:00:00Z,2,1,1,90,0,0,0,2,0,0,0,0,0,0,0,7,10.6,17.0,4.0,3.2,65,0,268504,0,0,28,0,0,3,14,1,0,0,1,1,0,0,0,5,4,1,0,0
178,4,7,2,False,2016-08-13T11:30:00Z,2,1,1,67,0,0,0,2,0,0,0,0,0,0,0,13,5.4,4.5,0.0,1.0,50,0,10741,0,0,36,0,0,2,28,1,0,0,1,0,0,0,0,6,0,1,0,0
456,10,4,0,False,2016-08-15T19:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,45667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,1,3,1,False,2016-08-13T14:00:00Z,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,45,0,14882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,9,2,11,False,2016-08-14T12:30:00Z,1,3,1,84,0,2,0,1,0,0,0,0,0,0,3,35,38.8,37.3,28.0,10.4,95,0,213574,0,0,38,1,0,1,33,1,0,0,0,3,0,0,0,7,4,2,2,0
477,6,14,2,True,2016-08-13T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,17.8,0.3,4.0,2.2,45,0,13929,0,0,40,0,0,9,32,0,0,0,3,0,0,0,0,8,1,1,0,0
250,9,2,2,False,2016-08-14T12:30:00Z,1,3,1,90,0,0,0,1,0,0,0,0,0,0,0,12,22.8,18.3,6.0,4.7,55,0,291254,0,0,44,0,0,6,38,0,0,0,0,1,0,1,0,2,3,0,0,0
144,3,17,1,True,2016-08-13T14:00:00Z,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,4,2.4,14.8,2.0,1.9,55,0,69694,0,0,11,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0
505,10,4,1,False,2016-08-15T19:00:00Z,2,1,1,90,0,0,0,2,0,0,0,0,0,0,0,19,16.4,1.4,0.0,1.8,50,0,7272,0,0,43,0,0,6,36,0,0,0,1,0,0,0,0,9,0,2,0,0
29,9,11,2,True,2016-08-14T12:30:00Z,1,3,1,90,0,0,0,3,0,0,0,0,0,4,0,15,30.2,0.0,0.0,3.0,45,0,191871,0,0,17,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0
70,1,16,0,True,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,3,17,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,284605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,9,2,0,False,2016-08-14T12:30:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,10,20,0,True,2016-08-15T19:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,7796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,5,15,2,True,2016-08-13T16:30:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,15,5.4,6.6,12.0,2.4,55,0,247676,0,0,63,0,0,2,53,0,0,0,0,0,0,0,0,3,0,2,1,0
377,1,3,0,False,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2,19,0,True,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,3,6,2,False,2016-08-13T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,6,2.2,16.9,11.0,3.0,85,0,415753,0,0,38,0,0,0,33,1,0,0,1,1,0,0,0,3,5,0,1,0
497,4,7,0,False,2016-08-13T11:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,2,0,False,2016-08-14T12:30:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,7461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,9,11,1,True,2016-08-14T12:30:00Z,1,3,1,23,0,0,0,0,0,0,0,0,0,0,0,-1,1.2,10.5,2.0,1.4,60,0,24395,0,0,4,0,0,0,2,0,0,0,0,1,2,0,0,0,3,0,0,0
496,4,7,0,False,2016-08-13T11:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,3,6,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2,5,10,False,2016-08-13T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,4,3,32,23.6,10.0,0.0,3.4,45,0,173290,0,0,35,0,0,0,10,0,0,0,0,1,0,0,0,17,0,0,0,0
278,6,14,2,True,2016-08-13T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,6,10.4,0.1,6.0,1.7,45,0,17473,0,0,23,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0
56,1,16,2,True,2016-08-13T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,15,18.8,0.6,4.0,2.3,45,0,21801,0,0,39,0,0,8,34,0,0,0,0,0,0,0,0,7,1,0,0,0
418,7,13,-2,False,2016-08-13T14:00:00Z,1,1,1,12,0,0,0,0,0,0,0,0,1,0,0,-6,0.0,1.1,0.0,0.0,45,0,69737,0,0,5,0,0,1,4,0,0,0,2,0,0,0,0,1,0,1,0,0
280,6,14,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,10,20,0,True,2016-08-15T19:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,5,10,0,False,2016-08-13T16:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2,5,0,False,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,49688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,6,12,2,False,2016-08-13T14:00:00Z,1,1,1,77,0,0,0,1,0,0,0,0,0,0,0,10,1.4,8.0,5.0,1.4,60,0,78269,0,0,37,0,0,1,31,3,0,0,0,0,0,0,0,2,2,0,1,0
507,1,3,0,False,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70,0,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,6,14,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,29989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,9,11,0,True,2016-08-14T12:30:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,161687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,10,20,2,True,2016-08-15T19:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,15,18.4,12.9,41.0,7.2,60,0,208363,0,0,46,0,0,5,36,1,0,0,2,1,0,0,0,9,0,1,0,0
129,3,17,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,8273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,4,8,0,True,2016-08-13T11:30:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,47226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,7,13,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3,17,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2,5,0,False,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,7691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,9,11,2,True,2016-08-14T12:30:00Z,1,3,1,66,0,0,0,3,0,0,0,0,0,0,0,-1,0.0,10.8,9.0,1.5,65,0,100715,0,0,10,0,0,0,7,0,0,0,2,1,1,0,0,1,4,0,1,0
11,8,9,6,True,2016-08-14T15:00:00Z,3,4,1,90,1,0,0,4,0,0,0,0,0,0,0,26,48.8,0.5,27.0,7.6,45,0,63607,0,0,86,0,0,6,70,0,0,0,0,0,0,0,0,8,0,0,1,0
252,9,2,0,False,2016-08-14T12:30:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,8,1,0,False,2016-08-14T15:00:00Z,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3,6,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,6,14,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,9,0,True,2016-08-14T15:00:00Z,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10,20,0,True,2016-08-15T19:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,0,228310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,6,12,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,7,18,1,True,2016-08-13T14:00:00Z,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,11.0,1.0,65,0,60547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,9,11,1,True,2016-08-14T12:30:00Z,1,3,1,90,0,0,0,3,0,0,0,0,0,0,0,19,16.2,29.7,0.0,4.6,50,0,160092,0,0,51,0,0,3,50,1,0,0,1,2,0,1,0,4,0,1,0,0
459,10,4,2,False,2016-08-15T19:00:00Z,2,1,1,90,0,0,0,2,0,0,0,0,0,0,0,7,18.6,12.5,2.0,3.3,55,0,90912,0,0,24,0,0,7,19,0,0,0,2,1,0,0,0,3,4,1,0,0
213,8,1,0,False,2016-08-14T15:00:00Z,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,0,80353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,3,6,2,False,2016-08-13T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,3,14.2,32.5,16.0,6.3,85,0,401003,0,0,56,0,0,1,48,1,0,0,1,2,0,0,0,4,9,0,1,0
168,4,7,0,False,2016-08-13T11:30:00Z,2,1,1,90,0,0,0,2,0,0,0,1,0,0,0,17,25.4,13.8,17.0,5.6,55,0,418306,0,0,62,0,1,5,51,0,0,0,1,1,0,0,0,15,0,3,0,0
414,7,13,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2,5,0,False,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,16,0,True,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,9,2,0,False,2016-08-14T12:30:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,47027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,8,9,0,True,2016-08-14T15:00:00Z,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2,19,3,True,2016-08-13T14:00:00Z,0,1,1,65,0,0,1,0,0,0,0,0,0,0,0,21,13.4,41.3,4.0,5.9,45,0,3045,0,0,31,1,0,1,25,1,0,0,1,3,0,1,0,3,1,2,0,0
442,2,5,3,False,2016-08-13T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,0,9,11.6,0.3,2.0,1.4,45,0,7004,0,0,28,0,0,8,16,0,0,0,1,0,0,0,0,10,1,0,2,0
404,3,6,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,8,1,0,False,2016-08-14T15:00:00Z,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,25488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2,19,2,True,2016-08-13T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,1,0.0,8.3,13.0,1.7,60,0,43933,0,0,18,0,0,1,14,0,0,0,1,0,0,0,0,0,1,0,3,0
406,7,13,0,False,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,23529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,7,13,2,False,2016-08-13T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,16.2,0.2,4.0,2.0,45,0,19870,0,0,23,0,0,9,14,0,0,0,0,0,0,0,0,4,0,1,0,0
433,2,5,5,False,2016-08-13T14:00:00Z,0,1,1,90,0,0,1,0,0,0,0,1,0,0,0,18,18.0,20.0,8.0,4.6,50,0,98602,0,0,22,0,0,3,13,1,0,0,2,0,0,2,0,3,2,1,0,0
440,2,5,3,False,2016-08-13T14:00:00Z,0,1,1,70,0,0,1,0,0,0,0,0,0,0,0,11,11.4,74.8,2.0,8.8,55,0,2616,0,0,12,0,0,2,5,0,0,0,3,5,0,3,0,4,2,0,0,0
293,6,14,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,7955,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2,5,0,False,2016-08-13T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,43274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,7,18,0,True,2016-08-13T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,4,8,1,True,2016-08-13T11:30:00Z,2,1,1,90,0,0,0,1,0,0,0,1,0,0,0,18,42.0,0.0,23.0,6.5,50,0,8296,0,0,47,0,0,25,36,0,0,0,1,0,0,0,0,4,0,1,1,0
