,element,event,value
1690,40,21,61
1691,40,22,61
1692,40,23,61
1693,40,24,61
1694,40,25,61
1695,40,26,61
1696,40,27,61
1697,40,28,61
1698,40,29,61
1699,40,30,61
1700,40,31,62
1701,40,32,62
1702,40,33,62
1703,40,34,63
1704,40,35,63
1705,40,36,63
1706,40,37,63
1707,40,38,64
1708,41,1,45
1709,41,2,45
1710,41,3,45
1711,41,4,45
1712,41,5,45
1713,41,6,45
1714,41,7,45
1715,41,8,45
1716,41,9,45
1717,41,10,45
1718,41,11,45
1719,41,12,45
1720,41,13,45
1721,41,14,45
1722,41,15,45
1723,41,16,45
1724,41,17,45
1725,41,18,45
1726,41,19,45
1727,41,20,45
1728,41,21,45
1729,41,22,45
1730,41,23,45
1731,41,24,45
1732,41,25,45
1733,41,26,45
1734,41,27,45
1735,41,28,45
1736,41,29,45
1737,41,30,45
1738,41,31,45
1739,41,32,45
1740,41,33,45
1741,41,34,45
1742,41,35,45
1743,41,36,44
1744,41,37,44
1745,41,38,44
1746,42,1,50
1747,42,2,50
1748,42,3,50
1749,42,4,50
1750,42,5,50
1751,42,6,50
1752,42,7,50
1753,42,8,50
1754,42,9,50
1755,42,10,51
1756,42,11,51
1757,42,12,51
1758,42,13,51
1759,42,14,51
1760,42,15,52
1761,42,16,52
1762,42,17,51
1763,42,18,51
1764,42,19,50
1765,42,20,50
1766,42,21,50
1767,42,22,51
1768,42,23,51
1769,42,24,51
1770,42,25,51
1771,42,26,51
1772,42,27,50
1773,42,28,50
1774,42,29,50
1775,42,30,50
1776,42,31,51
1777,42,32,51
1778,42,33,51
1779,42,34,51
1780,42,35,51
1781,42,36,51
1782,42,37,51
1783,42,38,50
1784,43,1,60
1785,43,2,60
1786,43,3,61
1787,43,4,62
1788,43,5,63
1789,43,6,63
1790,43,7,63
1791,43,8,63
1792,43,9,64
1793,43,10,65
1794,43,11,66
1795,43,12,68
1796,43,13,68
1797,43,14,68
1798,43,15,69
1799,43,16,70
1800,43,17,69
1801,43,18,69
1802,43,19,68
1803,43,20,67
1804,43,21,67
1805,43,22,66
1806,43,23,65
1807,43,24,65
1808,43,25,64
1809,43,26,63
1810,43,27,63
1811,43,28,63
1812,43,29,63
1813,43,30,63
1814,43,31,65
1815,43,32,65
1816,43,33,65
1817,43,34,66
1818,43,35,67
1819,43,36,67
1820,43,37,68
1821,43,38,69
1822,44,1,50
1823,44,2,50
1824,44,3,50
1825,44,4,50
1826,44,5,50
1827,44,6,50
1828,44,7,50
1829,44,8,50
1830,44,9,50
1831,44,10,49
1832,44,11,49
1833,44,12,49
1834,44,13,49
1835,44,14,49
1836,44,15,49
1837,44,16,49
1838,44,17,49
1839,44,18,49
1840,44,19,49
1841,44,20,49
1842,44,21,49
1843,44,22,49
1844,44,23,49
1845,44,24,49
1846,44,25,49
1847,44,26,49
1848,44,27,49
1849,44,28,49
1850,44,29,49
1851,44,30,49
1852,44,31,49
1853,44,32,49
1854,44,33,49
1855,44,34,49
1856,44,35,49
1857,44,36,49
1858,44,37,49
1859,44,38,49
1860,45,1,65
1861,45,2,65
1862,45,3,64
1863,45,4,64
1864,45,5,63
1865,45,6,63
1866,45,7,63
1867,45,8,63
1868,45,9,64
1869,45,10,64
1870,45,11,64
1871,45,12,63
1872,45,13,63
1873,45,14,63
1874,45,15,63
1875,45,16,63
1876,45,17,63
1877,45,18,63
1878,45,19,63
1879,45,20,63
1880,45,21,63
1881,45,22,63
1882,45,23,63
1883,45,24,63
1884,45,25,64
1885,45,26,64
1886,45,27,64
1887,45,28,64
1888,45,29,64
1889,45,30,65
1890,45,31,65
1891,45,32,65
1892,45,33,65
1893,45,34,66
1894,45,35,65
1895,45,36,65
1896,45,37,64
1897,45,38,64
1898,46,1,60
1899,46,2,60
1900,46,3,59
1901,46,4,58
1902,46,5,58
1903,46,6,58
1904,46,7,57
1905,46,8,57
1906,46,9,57
1907,46,10,57
1908,46,11,57
1909,46,12,56
1910,46,13,56
1911,46,14,56
1912,46,15,56
1913,46,16,56
1914,46,17,56
1915,46,18,56
1916,46,19,56
1917,46,20,56
1918,46,21,56
1919,46,22,56
1920,46,23,56
1921,46,24,56
1922,46,25,56
1923,46,26,56
1924,46,27,56
1925,46,28,56
1926,46,29,56
1927,46,30,56
1928,46,31,56
1929,46,32,56
1930,46,33,56
1931,46,34,56
1932,46,35,56
1933,46,36,56
1934,46,37,56
1935,46,38,56
1936,241,1,50
1937,241,2,49
1938,241,3,48
1939,241,4,48
1940,241,5,47
1941,241,6,47
1942,241,7,47
1943,241,8,47
1944,241,9,46
1945,241,10,46
1946,241,11,46
1947,241,12,46
1948,241,13,46
1949,241,14,46
1950,241,15,46
1951,241,16,46
1952,241,17,46
1953,241,18,46
1954,241,19,46
1955,241,20,45
1956,241,21,45
1957,241,22,44
1958,241,23,44
1959,241,24,44
1960,241,25,44
1961,241,26,44
1962,241,27,44
1963,241,28,44
1964,241,29,44
1965,241,30,44
1966,241,31,44
1967,241,32,44
1968,241,33,44
1969,241,34,44
1970,241,35,44
1971,241,36,44
1972,241,37,44
1973,241,38,44
1974,259,1,50
1975,259,2,50
1976,259,3,49
1977,259,4,49
1978,259,5,49
1979,259,6,48
1980,259,7,48
1981,259,8,48
1982,259,9,48
1983,259,10,48
1984,259,11,48
1985,259,12,48
1986,259,13,47
1987,259,14,47
1988,259,15,47
1989,259,16,47
1990,259,17,47
1991,259,18,47
1992,259,19,47
1993,259,20,47
1994,259,21,47
1995,259,22,47
1996,259,23,47
1997,259,24,47
1998,259,25,47
1999,259,26,47
2000,259,27,47
2001,259,28,47
2002,259,29,47
2003,259,30,47
2004,259,31,47
2005,259,32,47
2006,259,33,47
2007,259,34,47
2008,259,35,47
2009,259,36,47
2010,259,37,47
2011,259,38,47
2012,473,1,45
2013,473,2,45
2014,473,3,45
2015,473,4,45
2016,473,5,45
2017,473,6,45
2018,473,7,45
2019,473,8,45
2020,473,9,45
2021,473,10,44
2022,473,11,43
2023,473,12,43
2024,473,13,42
2025,473,14,42
2026,473,15,42
2027,473,16,42
2028,473,17,42
2029,473,18,42
2030,473,19,42
2031,473,20,42
2032,473,21,42
2033,473,22,42
2034,473,23,42
2035,473,24,41
2036,473,25,41
2037,473,26,41
2038,473,27,41
2039,473,28,41
2040,473,29,41
2041,473,30,41
2042,473,31,41
2043,473,32,41
2044,473,33,41
2045,473,34,41
2046,473,35,41
2047,473,36,41
2048,473,37,41
2049,473,38,41
2050,494,1,45
2051,494,2,45
2052,494,3,45
2053,494,4,45
2054,494,5,45
2055,494,6,45
2056,494,7,45
2057,494,8,45
2058,494,9,45
2059,494,10,45
2060,494,11,45
2061,494,12,45
2062,494,13,45
2063,494,14,45
2064,494,15,45
2065,494,16,45
2066,494,17,45
2067,494,18,45
2068,494,19,45
2069,494,20,45
2070,494,21,45
2071,494,22,45
2072,494,23,45
2073,494,24,45
2074,494,25,45
2075,494,26,45
2076,494,27,45
2077,494,28,45
2078,494,29,45
2079,494,30,45
2080,494,31,45
2081,494,32,45
2082,494,33,45
2083,494,34,45
2084,494,35,45
2085,494,36,45
2086,494,37,45
2087,494,38,45
2088,580,24,45
2089,580,25,45
2090,580,26,45
2091,580,27,45
2092,580,28,45
2093,580,29,45
2094,580,30,45
2095,580,31,45
2096,580,32,45
2097,580,33,45
2098,580,34,45
2099,580,35,45
2100,580,36,45
2101,580,37,45
2102,580,38,45
2103,599,26,45
2104,599,27,45
2105,599,28,45
2106,599,29,45
2107,599,30,45
2108,599,31,45
2109,599,32,45
2110,599,33,45
2111,599,34,45
2112,599,35,45
2113,599,36,45
2114,599,37,45
2115,599,38,45
2116,600,26,45
2117,600,27,45
2118,600,28,45
2119,600,29,45
2120,600,30,45
2121,600,31,45
2122,600,32,45
2123,600,33,45
2124,600,34,45
2125,600,35,45
2126,600,36,45
2127,600,37,45
2128,600,38,45
2129,613,35,45
2130,613,36,45
2131,613,37,45
2132,613,38,45
2133,616,37,40
2134,616,38,40
2135,620,38,45
2136,47,1,45
2137,47,2,45
2138,47,3,45
2139,47,4,45
2140,47,5,45
2141,47,6,45
2142,47,7,45
2143,47,8,45
2144,47,9,45
2145,47,10,45
2146,47,11,45
2147,47,12,46
2148,47,13,46
2149,47,14,46
2150,47,15,46
2151,47,16,46
2152,47,17,46
2153,47,18,45
2154,47,19,45
2155,47,20,45
2156,47,21,44
2157,47,22,44
2158,47,23,44
2159,47,24,44
2160,47,25,44
2161,47,26,44
2162,47,28,44
2163,47,29,44
2164,47,30,44
2165,47,32,44
2167,47,34,44
2169,47,35,44
2171,47,36,44
2172,47,37,44
2173,47,38,44
2174,48,1,45
2175,48,2,45
2176,48,3,45
2177,48,4,44
2178,48,5,44
2179,48,6,44
2180,48,7,44
2181,48,8,44
2182,48,9,44
2183,48,10,44
2184,48,11,44
2185,48,12,44
2186,48,13,45
2187,48,14,45
2188,48,15,45
2189,48,16,45
2190,48,17,45
2191,48,18,45
2192,48,19,45
2193,48,20,45
2194,48,21,45
2195,48,22,45
2196,48,23,45
2197,48,24,45
2198,48,25,45
2199,48,26,45
2200,48,28,45
2201,48,29,44
2202,48,30,44
2203,48,32,44
2205,48,34,44
2207,48,35,44
2209,48,36,44
2210,48,37,44
2211,48,38,44
2212,49,1,45
2213,49,2,45
2214,49,3,45
2215,49,4,45
2216,49,5,45
2217,49,6,45
2218,49,7,45
2219,49,8,45
2220,49,9,45
2221,49,10,45
2222,49,11,46
2223,49,12,46
2224,49,13,47
2225,49,14,47
2226,49,15,47
2227,49,16,47
2228,49,17,46
2229,49,18,46
2230,49,19,46
2231,49,20,46
2232,49,21,46
2233,49,22,46
2234,49,23,46
2235,49,24,46
2236,49,25,46
2237,49,26,46
2238,49,28,46
2239,49,29,47
2240,49,30,47
2241,49,32,47
2243,49,34,48
2245,49,35,48
2247,49,36,48
2248,49,37,47
2249,49,38,47
2250,50,1,45
2251,50,2,45
2252,50,3,45
2253,50,4,44
2254,50,5,44
2255,50,6,44
2256,50,7,44
2257,50,8,44
2258,50,9,44
2259,50,10,44
2260,50,11,44
2261,50,12,44
2262,50,13,44
2263,50,14,44
2264,50,15,44
2265,50,16,44
2266,50,17,44
2267,50,18,44
2268,50,19,44
2269,50,20,44
2270,50,21,44
2271,50,22,44
2272,50,23,44
2273,50,24,44
2274,50,25,44
2275,50,26,44
2276,50,28,44
2277,50,29,44
2278,50,30,44
2279,50,32,44
2281,50,34,44
2283,50,35,44
2285,50,36,44
2286,50,37,44
2287,50,38,44
2288,51,1,45
2289,51,2,45
2290,51,3,45
2291,51,4,45
2292,51,5,45
2293,51,6,45
2294,51,7,45
2295,51,8,45
2296,51,9,45
2297,51,10,45
2298,51,11,45
2299,51,12,45
2300,51,13,45
2301,51,14,45
2302,51,15,45
2303,51,16,45
2304,51,17,45
2305,51,18,45
2306,51,19,44
2307,51,20,44
2308,51,21,44
2309,51,22,44
2310,51,23,44
2311,51,24,44
2312,51,25,44
2313,51,26,44
2314,51,28,44
2315,51,29,44
2316,51,30,44
2317,51,32,44
2319,51,34,44
2321,51,35,44
2323,51,36,44
2324,51,37,44
2325,51,38,44
2326,52,1,40
2327,52,2,40
2328,52,3,40
2329,52,4,40
2330,52,5,39
2331,52,6,39
2332,52,7,39
2333,52,8,39
2334,52,9,39
2335,52,10,39
2336,52,11,39
2337,52,12,39
2338,52,13,38
2339,52,14,38
2340,52,15,38
2341,52,16,38
2342,52,17,38
2343,52,18,38
2344,52,19,38
2345,52,20,38
2346,52,21,38
2347,52,22,38
2348,52,23,38
2349,52,24,38
2350,52,25,38
2351,52,26,38
2352,52,28,38
2353,52,29,38
2354,52,30,38
2355,52,32,38
2357,52,34,38
2359,52,35,38
2361,52,36,38
2362,52,37,38
2363,52,38,38
2364,53,1,40
2365,53,2,40
2366,53,3,40
2367,53,4,40
2368,53,5,39
2369,53,6,39
2370,53,7,39
2371,53,8,39
2372,53,9,39
2373,53,10,39
2374,53,11,39
2375,53,12,39
2376,53,13,39
2377,53,14,39
2378,53,15,38
2379,53,16,38
2380,53,17,38
2381,53,18,38
2382,53,19,38
2383,53,20,38
2384,53,21,38
2385,53,22,38
2386,53,23,38
2387,53,24,38
2388,53,25,38
2389,53,26,38
2390,53,28,38
2391,53,29,38
2392,53,30,38
2393,53,32,38
2395,53,34,38
2397,53,35,38
2399,53,36,38
2400,53,37,38
2401,53,38,38
2402,54,1,45
2403,54,2,45
2404,54,3,44
2405,54,4,44
2406,54,5,44
2407,54,6,44
2408,54,7,44
2409,54,8,43
2410,54,9,43
2411,54,10,43
2412,54,11,42
2413,54,12,42
2414,54,13,42
2415,54,14,42
2416,54,15,42
2417,54,16,42
2418,54,17,42
2419,54,18,42
2420,54,19,42
2421,54,20,42
2422,54,21,42
2423,54,22,42
2424,54,23,42
2425,54,24,42
2426,54,25,42
2427,54,26,42
2428,54,28,42
2429,54,29,42
2430,54,30,42
2431,54,32,42
2433,54,34,42
2435,54,35,42
2437,54,36,42
2438,54,37,42
2439,54,38,42
2440,55,1,55
2441,55,2,55
2442,55,3,55
2443,55,4,55
2444,55,5,55
2445,55,6,55
2446,55,7,55
2447,55,8,55
2448,55,9,55
2449,55,10,55
2450,55,11,55
2451,55,12,55
2452,55,13,55
2453,55,14,55
2454,55,15,55
2455,55,16,55
2456,55,17,55
2457,55,18,54
2458,55,19,54
2459,55,20,53
2460,55,21,53
2461,55,22,52
2462,55,23,52
2463,55,24,52
2464,55,25,52
2465,55,26,52
2466,55,28,52
2467,55,29,52
2468,55,30,52
2469,55,32,52
2471,55,34,52
2473,55,35,52
2475,55,36,52
2476,55,37,52
2477,55,38,52
2478,56,1,45
2479,56,2,45
2480,56,3,45
2481,56,4,45
2482,56,5,45
2483,56,6,44
2484,56,7,44
2485,56,8,44
2486,56,9,44
2487,56,10,44
2488,56,11,44
2489,56,12,44
2490,56,13,44
2491,56,14,44
2492,56,15,44
2493,56,16,44
2494,56,17,44
2495,56,18,44
2496,56,19,44
2497,56,20,44
2498,56,21,44
2499,56,22,44
2500,56,23,44
2501,56,24,44
2502,56,25,44
2503,56,26,44
2504,56,28,44
2505,56,29,44
2506,56,30,43
2507,56,32,43
2509,56,34,43
2511,56,35,43
2513,56,36,43
2514,56,37,43
2515,56,38,43
2516,57,1,45
2517,57,2,45
2518,57,3,45
2519,57,4,45
2520,57,5,44
2521,57,6,44
2522,57,7,44
2523,57,8,44
2524,57,9,44
2525,57,10,44
2526,57,11,44
2527,57,12,44
2528,57,13,44
2529,57,14,44
2530,57,15,44
2531,57,16,44
2532,57,17,44
2533,57,18,44
2534,57,19,44
2535,57,20,44
2536,57,21,44
2537,57,22,44
2538,57,23,44
2539,57,24,44
2540,57,25,44
2541,57,26,44
2542,57,28,44
2543,57,29,44
2544,57,30,44
2545,57,32,44
2547,57,34,44
2549,57,35,44
2551,57,36,44
2552,57,37,44
2553,57,38,44
2554,58,1,50
2555,58,2,50
2556,58,3,50
2557,58,4,50
2558,58,5,50
2559,58,6,50
2560,58,7,50
2561,58,8,50
2562,58,9,50
2563,58,10,50
2564,58,11,50
2565,58,12,50
2566,58,13,50
2567,58,14,50
2568,58,15,50
2569,58,16,51
2570,58,17,50
2571,58,18,50
2572,58,19,50
2573,58,20,50
2574,58,21,50
2575,58,22,50
2576,58,23,50
2577,58,24,50
2578,58,25,49
2579,58,26,49
2580,58,28,49
2581,58,29,49
2582,58,30,48
2583,58,32,48
2585,58,34,48
2587,58,35,47
2589,58,36,47
2590,58,37,47
2591,58,38,47
2592,59,1,70
2593,59,2,69
2594,59,3,69
2595,59,4,69
2596,59,5,68
2597,59,6,68
2598,59,7,67
2599,59,8,67
2600,59,9,67
2601,59,10,67
2602,59,11,67
2603,59,12,67
2604,59,13,67
2605,59,14,67
2606,59,15,67
2607,59,16,67
2608,59,17,67
2609,59,18,67
2610,59,19,67
2611,59,20,67
2612,59,21,67
2613,59,22,67
2614,59,23,67
2615,59,24,67
2616,59,25,67
2617,59,26,67
2618,59,28,67
2619,59,29,67
2620,59,30,67
2621,59,32,67
2623,59,34,67
2625,59,35,67
2627,59,36,67
2628,59,37,67
2629,59,38,67
2630,60,1,50
2631,60,2,50
2632,60,3,50
2633,60,4,50
2634,60,5,49
2635,60,6,49
2636,60,7,49
2637,60,8,49
2638,60,9,49
2639,60,10,49
2640,60,11,48
2641,60,12,48
2642,60,13,48
2643,60,14,48
2644,60,15,48
2645,60,16,48
2646,60,17,48
2647,60,18,48
2648,60,19,48
2649,60,20,48
2650,60,21,48
2651,60,22,48
2652,60,23,48
2653,60,24,48
2654,60,25,48
2655,60,26,48
2656,60,28,48
2657,60,29,48
2658,60,30,48
2659,60,32,48
2661,60,34,48
2663,60,35,48
2665,60,36,48
2666,60,37,48
2667,60,38,48
2668,61,1,60
2669,61,2,60
2670,61,3,59
2671,61,4,59
2672,61,5,59
2673,61,6,59
2674,61,7,59
2675,61,8,59
2676,61,9,59
2677,61,10,59
2678,61,11,59
2679,61,12,59
2680,61,13,59
2681,61,14,59
2682,61,15,59
2683,61,16,59
2684,61,17,59
2685,61,18,59
2686,61,19,59
2687,61,20,59
2688,61,21,59
2689,61,22,59
2690,61,23,59
2691,61,24,59
2692,61,25,59
2693,61,26,59
2694,61,28,59
2695,61,29,59
2696,61,30,59
2697,61,32,59
2699,61,34,59
2701,61,35,59
2703,61,36,59
2704,61,37,59
2705,61,38,59
2706,62,1,65
2707,62,2,65
2708,62,3,65
2709,62,4,65
2710,62,5,65
2711,62,6,65
2712,62,7,65
2713,62,8,65
2714,62,9,66
2715,62,10,66
2716,62,11,66
2717,62,12,66
2718,62,13,67
2719,62,14,67
2720,62,15,67
2721,62,16,67
2722,62,17,66
2723,62,18,66
2724,62,19,65
2725,62,20,65
2726,62,21,64
2727,62,22,63
2728,62,23,63
2729,62,24,63
2730,62,25,63
2731,62,26,63
2732,62,28,63
2733,62,29,63
2734,62,30,63
2735,62,32,63
2737,62,34,63
2739,62,35,63
2741,62,36,62
2742,62,37,61
2743,62,38,61
2744,63,1,50
2745,63,2,50
2746,63,3,49
2747,63,4,49
2748,63,5,49
2749,63,6,49
2750,63,7,49
2751,63,8,49
2752,63,9,49
2753,63,10,49
2754,63,11,49
2755,63,12,49
2756,63,13,49
2757,63,14,49
2758,63,15,49
2759,63,16,49
2760,63,17,49
2761,63,18,49
2762,63,19,49
2763,63,20,49
2764,63,21,49
2765,63,22,49
2766,63,23,49
2767,63,24,49
2768,63,25,49
2769,63,26,49
2770,63,28,49
2771,63,29,49
2772,63,30,49
2773,63,32,49
2775,63,34,49
2777,63,35,49
2779,63,36,49
2780,63,37,49
2781,63,38,49
2782,64,1,45
2783,64,2,45
2784,64,3,45
2785,64,4,45
2786,64,5,45
2787,64,6,45
2788,64,7,45
2789,64,8,45
2790,64,9,45
2791,64,10,45
2792,64,11,45
2793,64,12,45
2794,64,13,45
2795,64,14,45
2796,64,15,45
2797,64,16,45
2798,64,17,45
2799,64,18,45
2800,64,19,45
2801,64,20,45
2802,64,21,45
2803,64,22,45
2804,64,23,45
2805,64,24,45
2806,64,25,45
2807,64,26,45
2808,64,28,45
2809,64,29,45
2810,64,30,45
2811,64,32,45
2813,64,34,45
2815,64,35,45
2817,64,36,45
2818,64,37,45
2819,64,38,45
2820,65,1,55
2821,65,2,55
2822,65,3,55
2823,65,4,54
2824,65,5,54
2825,65,6,54
2826,65,7,54
2827,65,8,54
2828,65,9,53
2829,65,10,53
2830,65,11,53
2831,65,12,53
2832,65,13,53
2833,65,14,53
2834,65,15,53
2835,65,16,53
2836,65,17,53
2837,65,18,53
2838,65,19,53
2839,65,20,53
2840,65,21,53
2841,65,22,53
2842,65,23,53
2843,65,24,53
2844,65,25,53
2845,65,26,53
2846,65,28,53
2847,65,29,53
2848,65,30,53
2849,65,32,53
2851,65,34,53
2853,65,35,53
2855,65,36,53
2856,65,37,53
2857,65,38,53
2858,66,1,50
2859,66,2,50
2860,66,3,50
2861,66,4,50
2862,66,5,50
2863,66,6,50
2864,66,7,50
2865,66,8,50
2866,66,9,50
2867,66,10,50
2868,66,11,50
2869,66,12,50
2870,66,13,50
2871,66,14,50
2872,66,15,50
2873,66,16,50
2874,66,17,50
2875,66,18,50
2876,66,19,50
2877,66,20,50
2878,66,21,50
2879,66,22,50
2880,66,23,50
2881,66,24,50
2882,66,25,50
2883,66,26,50
2884,66,28,50
2885,66,29,50
2886,66,30,50
2887,66,32,50
2889,66,34,50
2891,66,35,50
2893,66,36,50
2894,66,37,50
2895,66,38,50
2896,179,1,40
2897,179,2,40
2898,179,3,40
2899,179,4,40
2900,179,5,40
2901,179,6,40
2902,179,7,40
2903,179,8,40
2904,179,9,40
2905,179,10,40
2906,179,11,40
2907,179,12,40
2908,179,13,40
2909,179,14,40
2910,179,15,40
2911,179,16,40
2912,179,17,40
2913,179,18,40
2914,179,19,40
2915,179,20,40
2916,179,21,40
2917,179,22,40
2918,179,23,40
2919,179,24,40
2920,179,25,40
2921,179,26,40
2922,179,28,40
2923,179,29,40
2924,179,30,40
2925,179,32,40
2927,179,34,40
2929,179,35,40
2931,179,36,40
2932,179,37,40
2933,179,38,40
2934,439,1,40
2935,439,2,40
2936,439,3,40
2937,439,4,40
2938,439,5,40
2939,439,6,40
2940,439,7,40
2941,439,8,40
2942,439,9,40
2943,439,10,40
2944,439,11,40
2945,439,12,40
2946,439,13,40
2947,439,14,40
2948,439,15,40
2949,439,16,40
2950,439,17,40
2951,439,18,40
2952,439,19,40
2953,439,20,40
2954,439,21,40
2955,439,22,40
2956,439,23,40
2957,439,24,40
2958,439,25,40
2959,439,26,40
2960,439,28,40
2961,439,29,40
2962,439,30,40
2963,439,32,40
2965,439,34,40
2967,439,35,39
2969,439,36,39
2970,439,37,39
2971,439,38,39
2972,440,1,45
2973,440,2,45
2974,440,3,44
2975,440,4,44
2976,440,5,43
2977,440,6,43
2978,440,7,43
2979,440,8,42
2980,440,9,42
2981,440,10,42
2982,440,11,42
2983,440,12,42
2984,440,13,42
2985,440,14,42
2986,440,15,42
2987,440,16,42
2988,440,17,42
2989,440,18,42
2990,440,19,42
2991,440,20,42
2992,440,21,42
2993,440,22,42
2994,440,23,42
2995,440,24,42
2996,440,25,42
2997,440,26,42
2998,440,28,42
2999,440,29,42
3000,440,30,42
3001,440,32,42
3003,440,34,42
3005,440,35,42
3007,440,36,42
3008,440,37,42
3009,440,38,42
3010,466,1,50
3011,466,2,50
3012,466,3,50
3013,466,4,50
3014,466,5,49
3015,466,6,49
3016,466,7,49
3017,466,8,48
3018,466,9,48
3019,466,10,48
3020,466,11,48
3021,466,12,47
3022,466,13,47
3023,466,14,47
3024,466,15,47
3025,466,16,47
3026,466,17,47
3027,466,18,47
3028,466,19,47
3029,466,20,47
3030,466,21,47
3031,466,22,46
3032,466,23,46
3033,466,24,46
3034,466,25,46
3035,466,26,46
3036,466,28,46
3037,466,29,46
3038,466,30,46
3039,466,32,46
3041,466,34,46
3043,466,35,46
3045,466,36,46
3046,466,37,46
3047,466,38,46
3048,476,1,70
3049,476,2,70
3050,476,3,69
3051,476,4,69
3052,476,5,68
3053,476,6,68
3054,476,7,68
3055,476,8,68
3056,476,9,68
3057,476,10,68
3058,476,11,67
3059,476,12,67
3060,476,13,67
3061,476,14,67
3062,476,15,67
3063,476,16,67
3064,476,17,67
3065,476,18,67
3066,476,19,67
3067,476,20,67
3068,476,21,67
3069,476,22,67
3070,476,23,67
3071,476,24,67
3072,476,25,67
3073,476,26,67
3074,476,28,67
3075,476,29,67
3076,476,30,67
3077,476,32,67
3079,476,34,67
3081,476,35,67
3083,476,36,67
3084,476,37,67
3085,476,38,67
3086,503,1,45
3087,503,2,45
3088,503,3,45
3089,503,4,45
3090,503,5,45
3091,503,6,45
3092,503,7,45
3093,503,8,45
3094,503,9,45
3095,503,10,44
3096,503,11,44
3097,503,12,44
3098,503,13,43
3099,503,14,43
3100,503,15,43
3101,503,16,43
3102,503,17,43
3103,503,18,43
3104,503,19,43
3105,503,20,43
3106,503,21,43
3107,503,22,43
3108,503,23,43
3109,503,24,43
3110,503,25,43
3111,503,26,43
3112,503,28,43
3113,503,29,43
3114,503,30,43
3115,503,32,43
3117,503,34,43
3119,503,35,43
3121,503,36,43
3122,503,37,43
3123,503,38,43
3124,551,12,45
3125,551,13,45
3126,551,14,45
3127,551,15,45
3128,551,16,45
3129,551,17,45
3130,551,18,45
3131,551,19,45
3132,551,20,45
3133,551,21,45
3134,551,22,45
3135,551,23,45
3136,551,24,45
3137,551,25,45
3138,551,26,45
3139,551,28,45
3140,551,29,45
3141,551,30,45
3142,551,32,45
3144,551,34,45
3146,551,35,45
3148,551,36,45
3149,551,37,45
3150,551,38,45
3151,559,16,40
3152,559,17,40
3153,559,18,40
3154,559,19,40
3155,559,20,40
3156,559,21,40
3157,559,22,40
3158,559,23,40
3159,559,24,40
3160,559,25,40
3161,559,26,40
3162,559,28,40
3163,559,29,40
3164,559,30,40
3165,559,32,40
3167,559,34,40
3169,559,35,40
3171,559,36,40
3172,559,37,40
3173,559,38,40
3174,572,22,45
3175,572,23,45
3176,572,24,45
3177,572,25,45
3178,572,26,45
3179,572,28,45
3180,572,29,45
3181,572,30,45
3182,572,32,45
3184,572,34,45
3186,572,35,45
3188,572,36,45
3189,572,37,45
3190,572,38,45
3191,582,24,45
3192,582,25,45
3193,582,26,45
3194,582,28,45
3195,582,29,45
3196,582,30,45
3197,582,32,45
3199,582,34,45
3201,582,35,45
3203,582,36,45
3204,582,37,45
3205,582,38,45
3206,617,38,45
3207,67,1,50
3208,67,2,50
3209,67,3,50
3210,67,4,50
3211,67,5,49
3212,67,6,49
3213,67,7,49
3214,67,8,49
3215,67,9,49
3216,67,10,48
3217,67,11,48
3218,67,12,48
3219,67,13,48
3220,67,14,48
3221,67,15,48
3222,67,16,48
3223,67,17,48
3224,67,18,48
3225,67,19,48
3226,67,20,48
3227,67,21,48
3228,67,22,48
3229,67,23,48
3230,67,24,48
3231,67,25,48
3232,67,26,48
3233,67,27,48
3234,67,28,48
3235,67,29,48
3236,67,30,48
3237,67,31,48
3238,67,32,48
3239,67,33,48
3240,67,34,48
3241,67,35,48
3242,67,36,48
3243,67,37,48
3244,67,38,48
3245,68,1,50
3246,68,2,50
3247,68,3,50
3248,68,4,49
3249,68,5,49
3250,68,6,49
3251,68,7,49
3252,68,8,49
3253,68,9,49
3254,68,10,49
3255,68,11,49
3256,68,12,49
3257,68,13,49
3258,68,14,49
3259,68,15,49
3260,68,16,49
3261,68,17,49
3262,68,18,49
3263,68,19,49
3264,68,20,49
3265,68,21,48
3266,68,22,48
3267,68,23,48
3268,68,24,48
3269,68,25,48
3270,68,26,48
3271,68,27,48
3272,68,28,48
3273,68,29,48
3274,68,30,48
3275,68,31,48
3276,68,32,48
3277,68,33,48
3278,68,34,48
3279,68,35,48
3280,68,36,48
3281,68,37,48
3282,68,38,48
3283,69,1,50
3284,69,2,50
3285,69,3,50
3286,69,4,49
3287,69,5,49
3288,69,6,48
3289,69,7,48
3290,69,8,48
3291,69,9,48
3292,69,10,48
3293,69,11,47
3294,69,12,47
3295,69,13,47
3296,69,14,47
3297,69,15,47
3298,69,16,47
3299,69,17,46
3300,69,18,46
3301,69,19,46
3302,69,20,46
3303,69,21,46
3304,69,22,46
3305,69,23,46
3306,69,24,46
3307,69,25,46
3308,69,26,46
3309,69,27,46
3310,69,28,46
3311,69,29,46
3312,69,30,46
3313,69,31,46
3314,69,32,46
3315,69,33,46
3316,69,34,46
3317,69,35,46
3318,69,36,46
3319,69,37,46
3320,69,38,46
3321,70,1,50
3322,70,2,50
3323,70,3,50
3324,70,4,50
3325,70,5,50
3326,70,6,49
3327,70,7,49
3328,70,8,49
3329,70,9,49
3330,70,10,49
3331,70,11,48
3332,70,12,48
3333,70,13,48
