row_id,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,event,team_a,team_a_difficulty,team_h,team_h_difficulty,element_type,team,web_name,safe_web_name,own_team,opposition_team
52,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,1,0,0,0,0.0,3,0.0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,13,0,0,0,0,0,0,1,0,6155,0,0,0,2.0,0.0,0.0,0,0,0,0,55,True,0,0,1.0,13,4,1,4,2,1,Koscielny,koscielny,1,13
53,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,14,0,0,0,0.0,528,0.0,0,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,0,0,0,6,0,0,0,0,0,0,2,0,6682,0,0,0,2.0,3.0,0.0,0,-1179,120,1299,55,False,0,0,2.0,1,4,6,4,2,1,Koscielny,koscielny,1,6
54,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,21,0,0,0,0.0,1055,0.0,0,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,0,0,0,19,0,0,0,0,0,0,3,0,6226,0,0,0,1.0,3.0,0.0,0,-900,74,974,55,True,0,0,3.0,19,4,1,3,2,1,Koscielny,koscielny,1,19
55,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,33,0,0,0,0.0,1586,0.0,0,2018-09-02T12:30:00Z,02 Sep 13:30,0,0,0,0,0,5,0,0,0,0,0,0,4,0,6016,0,0,0,3.0,2.0,0.0,0,-508,56,564,55,False,0,0,4.0,1,2,5,4,2,1,Koscielny,koscielny,1,5
56,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,46,0,0,0,0.0,2123,0.0,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,0,0,0,15,0,0,0,0,0,0,5,0,5961,0,0,0,2.0,1.0,0.0,0,-340,64,404,55,False,0,0,5.0,1,2,15,4,2,1,Koscielny,koscielny,1,15
57,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,51,0,0,0,0.0,2660,0.0,0,2018-09-23T15:00:00Z,23 Sep 16:00,0,0,0,0,0,8,0,0,0,0,0,0,6,0,5935,0,0,0,0.0,2.0,0.0,0,-155,42,197,54,True,0,0,6.0,8,4,1,3,2,1,Koscielny,koscielny,1,8
58,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,61,0,0,0,0.0,3198,0.0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,18,0,0,0,0,0,0,7,0,5909,0,0,0,0.0,2.0,0.0,0,-139,32,171,54,True,0,0,7.0,18,4,1,3,2,1,Koscielny,koscielny,1,18
59,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,74,0,0,0,0.0,3737,0.0,0,2018-10-07T11:00:00Z,07 Oct 12:00,0,0,0,0,0,9,0,0,0,0,0,0,8,0,5869,0,0,0,5.0,1.0,0.0,0,-94,32,126,54,False,0,0,8.0,1,2,9,4,2,1,Koscielny,koscielny,1,9
60,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,81,0,0,0,0.0,4279,0.0,0,2018-10-22T19:00:00Z,22 Oct 20:00,0,0,0,0,0,11,0,0,0,0,0,0,9,0,5882,0,0,0,1.0,3.0,0.0,0,-97,39,136,54,True,0,0,9.0,11,4,1,3,2,1,Koscielny,koscielny,1,11
61,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,93,0,0,0,0.0,4825,0.0,0,2018-10-28T13:30:00Z,28 Oct 13:30,0,0,0,0,0,7,0,0,0,0,0,0,10,0,5890,0,0,0,2.0,2.0,0.0,0,-41,41,82,54,False,0,0,10.0,1,2,7,4,2,1,Koscielny,koscielny,1,7
62,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,101,0,0,0,0.0,5373,0.0,0,2018-11-03T17:30:00Z,03 Nov 17:30,0,0,0,0,0,12,0,0,0,0,0,0,11,0,5900,0,0,0,1.0,1.0,0.0,0,-60,35,95,54,True,0,0,11.0,12,4,1,4,2,1,Koscielny,koscielny,1,12
63,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,111,0,0,0,0.0,5923,0.0,0,2018-11-11T16:30:00Z,11 Nov 16:30,0,0,0,0,0,20,0,0,0,0,0,0,12,0,5911,0,0,0,1.0,1.0,0.0,0,-42,46,88,54,True,0,0,12.0,20,4,1,3,2,1,Koscielny,koscielny,1,20
64,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,121,0,0,0,0.0,6475,0.0,0,2018-11-25T13:30:00Z,25 Nov 13:30,0,0,0,0,0,2,0,0,0,0,0,0,13,0,5928,0,0,0,2.0,1.0,0.0,0,-34,42,76,54,False,0,0,13.0,1,3,2,4,2,1,Koscielny,koscielny,1,2
65,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,131,0,0,0,0.0,7028,0.0,0,2018-12-02T14:05:00Z,02 Dec 14:05,0,0,0,0,0,17,0,0,0,0,0,0,14,0,5944,0,0,0,2.0,4.0,0.0,0,-22,37,59,54,True,0,0,14.0,17,4,1,4,2,1,Koscielny,koscielny,1,17
66,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,145,0,0,0,0.0,7584,0.0,0,2018-12-05T20:00:00Z,05 Dec 20:00,0,0,0,0,0,14,0,0,0,0,0,0,15,0,5977,0,0,0,2.0,2.0,0.0,0,-13,35,48,54,False,0,0,15.0,1,4,14,4,2,1,Koscielny,koscielny,1,14
67,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,151,0,0,0,0.0,8142,0.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,0,0,0,10,0,0,0,0,0,0,16,0,6103,0,0,0,0.0,1.0,0.0,0,85,195,110,54,True,0,0,16.0,10,4,1,2,2,1,Koscielny,koscielny,1,10
68,0,92,0,0,0,11,0,6,85,0.7,0,0,3,0,0,167,2,3,0,3.4,8701,26.2,0,2018-12-16T13:30:00Z,16 Dec 13:30,0,0,90,0,0,16,0,0,0,0,8,0,17,0,8214,0,0,1,2.0,3.0,7.0,0,1641,1959,318,54,False,0,1,17.0,1,2,16,4,2,1,Koscielny,koscielny,1,16
69,0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,0,171,0,0,0,0.0,9263,0.0,0,2018-12-22T12:30:00Z,22 Dec 12:30,0,0,0,0,0,4,0,0,0,0,0,0,18,0,11425,0,0,0,1.0,3.0,0.0,0,2718,3415,697,54,True,0,0,18.0,4,4,1,2,2,1,Koscielny,koscielny,1,4
70,0,74,0,0,0,17,0,4,70,0.4,0,0,3,0,0,181,0,1,0,2.1,9828,18.4,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,69,0,0,3,0,0,0,0,3,0,19,0,11448,0,1,0,1.0,1.0,2.0,2,-231,1560,1791,54,False,0,0,19.0,1,3,3,4,2,1,Koscielny,koscielny,1,3
71,0,38,0,0,0,10,0,2,36,0.1,0,0,3,0,0,196,1,1,0,0.9,10396,8.6,0,2018-12-29T17:30:00Z,29 Dec 17:30,0,0,45,0,0,12,0,0,0,0,4,0,20,0,9579,0,0,0,1.0,5.0,0.0,1,-1944,258,2202,54,False,0,0,20.0,1,5,12,4,2,1,Koscielny,koscielny,1,12
78,0,29,0,0,0,17,0,9,22,11.7,1,0,4,0,0,1,1,2,0,6.2,4,27.0,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,13,0,0,0,0,7,0,1,0,727046,0,2,0,2.0,0.0,23.0,1,0,0,0,55,True,0,0,1.0,13,4,1,4,2,1,Bellerín,bellerin,1,13
79,0,46,1,0,0,16,0,5,36,16.8,0,0,4,0,0,14,0,3,0,3.8,529,17.2,1,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,90,0,1,6,0,0,0,0,5,0,2,0,708875,2,1,0,2.0,3.0,4.0,1,-62938,12676,75614,55,False,0,0,2.0,1,4,6,4,2,1,Bellerín,bellerin,1,6
80,1,49,1,0,0,25,0,6,40,22.3,0,0,4,0,1,21,2,1,0,5.7,1056,28.6,1,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,90,1,1,19,0,0,0,0,4,0,3,0,654173,1,1,0,1.0,3.0,6.0,5,-69594,35884,105478,55,True,0,0,3.0,19,4,1,3,2,1,Bellerín,bellerin,1,19
81,0,46,0,0,0,5,0,2,40,5.1,0,0,4,0,0,33,3,2,0,1.9,1587,5.0,0,2018-09-02T12:30:00Z,02 Sep 13:30,0,0,90,0,0,5,0,0,0,0,2,0,4,0,671467,0,0,0,3.0,2.0,9.0,0,798,43942,43144,55,False,0,1,4.0,1,2,5,4,2,1,Bellerín,bellerin,1,5
82,0,43,0,0,0,12,0,3,36,10.8,1,0,4,0,0,46,0,1,0,3.4,2124,15.2,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,90,0,1,15,0,0,0,0,3,0,5,0,609539,2,0,0,2.0,1.0,8.0,2,-65120,16982,82102,54,False,0,0,5.0,1,2,15,4,2,1,Bellerín,bellerin,1,15
83,0,36,0,0,0,28,1,4,35,6.8,1,0,4,0,0,51,1,0,0,4.8,2661,14.0,0,2018-09-23T15:00:00Z,23 Sep 16:00,0,0,90,0,1,8,0,0,0,0,1,0,6,0,581867,1,1,0,0.0,2.0,27.0,6,-32044,10657,42701,54,True,0,0,6.0,8,4,1,3,2,1,Bellerín,bellerin,1,8
84,0,41,0,0,2,28,1,4,38,7.7,0,0,4,0,0,61,0,0,0,2.4,3199,12.4,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,1,18,0,0,0,0,6,0,7,0,583056,1,0,0,0.0,2.0,4.0,8,-3952,17381,21333,54,True,0,0,7.0,18,4,1,3,2,1,Bellerín,bellerin,1,18
85,1,32,0,0,0,25,0,3,26,19.8,2,0,4,0,1,74,2,1,0,7.4,3738,35.4,1,2018-10-07T11:00:00Z,07 Oct 12:00,0,0,90,0,2,9,0,0,0,0,5,0,8,0,593737,2,2,0,5.0,1.0,19.0,5,6898,20408,13510,54,False,0,0,8.0,1,2,9,4,2,1,Bellerín,bellerin,1,9
86,2,67,1,0,1,27,0,1,56,25.6,0,0,4,0,0,81,0,1,0,7.4,4280,32.6,2,2018-10-22T19:00:00Z,22 Oct 20:00,0,0,90,0,0,11,1,0,0,0,4,0,9,0,615756,2,1,1,1.0,3.0,16.0,7,15322,35891,20569,54,True,0,0,9.0,11,4,1,3,2,1,Bellerín,bellerin,1,11
87,0,40,0,0,0,11,0,2,33,2.6,1,0,4,0,0,93,0,1,0,3.4,4826,9.4,0,2018-10-28T13:30:00Z,28 Oct 13:30,0,0,45,0,0,7,0,0,0,0,5,0,10,0,687481,1,1,0,2.0,2.0,22.0,1,60567,72289,11722,54,False,0,0,10.0,1,2,7,4,2,1,Bellerín,bellerin,1,7
88,0,51,0,0,0,11,0,2,40,6.3,1,0,4,0,0,101,0,1,0,2.7,5374,7.6,0,2018-11-03T17:30:00Z,03 Nov 17:30,0,0,90,0,0,12,0,0,0,0,3,0,11,0,566961,2,2,2,1.0,1.0,13.0,2,-109152,7556,116708,54,True,0,0,11.0,12,4,1,4,2,1,Bellerín,bellerin,1,12
89,0,51,1,0,0,5,0,0,45,15.0,1,0,4,0,0,111,3,1,0,3.4,5924,0.0,1,2018-11-11T16:30:00Z,11 Nov 16:30,0,0,90,0,0,20,0,0,0,0,5,0,12,0,619128,4,0,1,1.0,1.0,20.0,1,38099,52011,13912,54,True,0,1,12.0,20,4,1,3,2,1,Bellerín,bellerin,1,20
90,0,48,0,0,0,12,0,0,45,10.1,0,0,4,0,0,121,1,1,0,4.0,6476,6.0,0,2018-11-25T13:30:00Z,25 Nov 13:30,0,0,90,0,1,2,0,0,0,0,4,0,13,0,632967,1,0,0,2.0,1.0,24.0,2,12717,36635,23918,54,False,0,0,13.0,1,3,2,4,2,1,Bellerín,bellerin,1,2
91,0,54,0,0,0,13,0,2,48,9.5,2,0,4,0,1,131,0,2,0,6.4,7029,8.0,0,2018-12-02T14:05:00Z,02 Dec 14:05,0,0,90,0,0,17,0,0,0,0,8,0,14,0,619629,3,1,0,2.0,4.0,46.0,1,-12889,10271,23160,54,True,0,0,14.0,17,4,1,4,2,1,Bellerín,bellerin,1,17
92,0,34,0,0,0,2,0,1,26,2.8,1,0,4,0,0,145,2,2,0,3.2,7585,0.0,0,2018-12-05T20:00:00Z,05 Dec 20:00,0,0,90,0,0,14,0,0,0,0,2,0,15,0,614095,1,0,1,2.0,2.0,30.0,0,-7265,14032,21297,54,False,0,1,15.0,1,4,14,4,2,1,Bellerín,bellerin,1,14
93,0,46,0,0,0,21,1,1,35,5.7,1,0,4,0,0,151,0,0,0,1.0,8143,1.6,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,90,0,0,10,0,0,0,0,7,0,16,0,720517,1,0,1,0.0,1.0,3.0,6,86327,101165,14838,54,True,0,0,16.0,10,4,1,2,2,1,Bellerín,bellerin,1,10
94,0,19,0,0,0,3,0,2,16,2.9,0,0,4,0,0,167,1,2,0,0.3,8702,0.4,0,2018-12-16T13:30:00Z,16 Dec 13:30,0,0,45,0,0,16,0,0,0,0,1,0,17,0,762089,0,0,0,2.0,3.0,0.0,0,48566,64140,15574,55,False,0,0,17.0,1,2,16,4,2,1,Bellerín,bellerin,1,16
95,0,0,0,0,0,0,0,0,0,0.0,0,0,4,0,0,171,0,0,0,0.0,9264,0.0,0,2018-12-22T12:30:00Z,22 Dec 12:30,0,0,0,0,0,4,0,0,0,0,0,0,18,0,553813,0,0,0,1.0,3.0,0.0,0,-200980,5447,206427,55,True,0,0,18.0,4,4,1,2,2,1,Bellerín,bellerin,1,4
96,0,0,0,0,0,0,0,0,0,0.0,0,0,4,0,0,181,0,0,0,0.0,9829,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,3,0,0,0,0,0,0,19,0,440943,0,0,0,1.0,1.0,0.0,0,-115459,314,115773,54,False,0,0,19.0,1,3,3,4,2,1,Bellerín,bellerin,1,3
97,0,0,0,0,0,0,0,0,0,0.0,0,0,4,0,0,196,0,0,0,0.0,10397,0.0,0,2018-12-29T17:30:00Z,29 Dec 17:30,0,0,0,0,0,12,0,0,0,0,0,0,20,0,391198,0,0,0,1.0,5.0,0.0,0,-52009,172,52181,54,False,0,0,20.0,1,5,12,4,2,1,Bellerín,bellerin,1,12
104,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,1,0,0,0,0.0,5,0.0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,13,0,0,0,0,0,0,1,0,44811,0,0,0,2.0,0.0,0.0,0,0,0,0,55,True,0,0,1.0,13,4,1,4,2,1,Monreal,monreal,1,13
105,0,35,0,0,0,14,0,5,31,16.2,0,0,5,0,0,14,0,3,0,5.3,530,15.2,1,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,90,0,1,6,0,0,0,0,6,0,2,0,36147,2,0,0,2.0,3.0,22.0,1,-9556,407,9963,55,False,0,0,2.0,1,4,6,4,2,1,Monreal,monreal,1,6
106,0,42,0,0,2,27,0,2,38,2.9,0,0,5,0,0,21,0,1,1,11.4,1057,43.4,0,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,90,1,0,19,0,0,0,0,3,0,3,0,46967,0,1,0,1.0,3.0,68.0,10,7407,13108,5701,55,True,0,0,3.0,19,4,1,3,2,1,Monreal,monreal,1,19
107,0,53,0,1,0,9,0,6,46,5.8,1,0,5,0,0,33,2,2,0,5.5,1588,18.8,0,2018-09-02T12:30:00Z,02 Sep 13:30,0,0,90,0,0,5,0,0,0,0,5,0,4,0,105115,0,1,0,3.0,2.0,30.0,0,45778,55182,9404,55,False,0,1,4.0,1,2,5,4,2,1,Monreal,monreal,1,5
108,0,62,0,0,0,12,0,7,54,5.2,0,0,5,0,0,46,2,1,0,2.6,2125,19.0,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,90,0,0,15,0,0,0,0,4,0,5,0,106453,0,0,0,2.0,1.0,2.0,2,471,16803,16332,55,False,0,0,5.0,1,2,15,4,2,1,Monreal,monreal,1,15
109,0,51,0,0,0,20,1,2,45,15.2,0,0,5,0,0,51,2,0,0,5.4,2662,15.4,1,2018-09-23T15:00:00Z,23 Sep 16:00,0,0,90,0,0,8,0,0,0,0,5,0,6,0,110773,3,0,0,0.0,2.0,23.0,6,2757,12157,9400,55,True,0,0,6.0,8,4,1,3,2,1,Monreal,monreal,1,8
110,0,61,0,0,0,22,1,3,50,16.5,0,0,5,0,0,61,0,0,0,4.2,3200,13.4,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,18,0,0,0,0,3,0,7,0,129735,2,0,1,0.0,2.0,12.0,6,14712,19891,5179,55,True,0,0,7.0,18,4,1,3,2,1,Monreal,monreal,1,18
111,1,52,1,0,0,20,0,2,40,13.3,0,0,5,1,0,74,2,1,0,4.1,3739,24.0,1,2018-10-07T11:00:00Z,07 Oct 12:00,0,0,90,0,0,9,0,0,0,0,3,0,8,0,137768,0,1,0,5.0,1.0,4.0,5,7587,13052,5465,55,False,0,0,8.0,1,2,9,4,2,1,Monreal,monreal,1,9
