row_id,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,event,team_a,team_a_difficulty,team_h,team_h_difficulty,element_type,team,web_name,safe_web_name,own_team,opposition_team
112,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,81,0,0,0,0.0,4281,0.0,0,2018-10-22T19:00:00Z,22 Oct 20:00,0,0,0,0,0,11,0,0,0,0,0,0,9,0,152737,0,0,0,1.0,3.0,0.0,0,12353,20599,8246,55,True,0,0,9.0,11,4,1,3,2,1,Monreal,monreal,1,11
113,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,93,0,0,0,0.0,4827,0.0,0,2018-10-28T13:30:00Z,28 Oct 13:30,0,0,0,0,0,7,0,0,0,0,0,0,10,0,116562,0,0,0,2.0,2.0,0.0,0,-33538,2376,35914,55,False,0,0,10.0,1,2,7,4,2,1,Monreal,monreal,1,7
114,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,101,0,0,0,0.0,5375,0.0,0,2018-11-03T17:30:00Z,03 Nov 17:30,0,0,0,0,0,12,0,0,0,0,0,0,11,0,88301,0,0,0,1.0,1.0,0.0,0,-29634,215,29849,55,True,0,0,11.0,12,4,1,4,2,1,Monreal,monreal,1,12
115,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,111,0,0,0,0.0,5925,0.0,0,2018-11-11T16:30:00Z,11 Nov 16:30,0,0,0,0,0,20,0,0,0,0,0,0,12,0,74619,0,0,0,1.0,1.0,0.0,0,-14513,163,14676,55,True,0,0,12.0,20,4,1,3,2,1,Monreal,monreal,1,20
116,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,121,0,0,0,0.0,6477,0.0,0,2018-11-25T13:30:00Z,25 Nov 13:30,0,0,0,0,0,2,0,0,0,0,0,0,13,0,62197,0,0,0,2.0,1.0,0.0,0,-12587,155,12742,55,False,0,0,13.0,1,3,2,4,2,1,Monreal,monreal,1,2
117,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,131,0,0,0,0.0,7030,0.0,0,2018-12-02T14:05:00Z,02 Dec 14:05,0,0,0,0,0,17,0,0,0,0,0,0,14,0,56402,0,0,0,2.0,4.0,0.0,0,-6274,30,6304,54,True,0,0,14.0,17,4,1,4,2,1,Monreal,monreal,1,17
118,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,145,0,0,0,0.0,7586,0.0,0,2018-12-05T20:00:00Z,05 Dec 20:00,0,0,0,0,0,14,0,0,0,0,0,0,15,0,52574,0,0,0,2.0,2.0,0.0,0,-3909,33,3942,54,False,0,0,15.0,1,4,14,4,2,1,Monreal,monreal,1,14
119,0,15,0,0,0,3,0,1,14,0.4,0,0,5,0,0,151,1,0,0,0.4,8144,4.0,0,2018-12-08T15:00:00Z,08 Dec 15:00,0,0,24,0,0,10,0,0,0,0,4,0,16,0,50340,0,0,0,0.0,1.0,0.0,1,-2299,265,2564,54,True,0,0,16.0,10,4,1,2,2,1,Monreal,monreal,1,10
120,1,52,1,0,1,29,0,4,48,27.1,0,0,5,0,0,167,0,3,0,6.1,8703,32.2,2,2018-12-16T13:30:00Z,16 Dec 13:30,0,0,90,0,1,16,0,0,0,0,2,0,17,0,53149,0,0,0,2.0,3.0,2.0,5,2202,3340,1138,54,False,0,0,17.0,1,2,16,4,2,1,Monreal,monreal,1,16
121,0,45,0,0,0,10,0,2,43,0.5,0,0,5,0,0,171,0,0,0,1.4,9265,13.0,0,2018-12-22T12:30:00Z,22 Dec 12:30,0,0,36,0,0,4,0,0,0,0,2,0,18,0,103908,0,0,0,1.0,3.0,0.0,1,47454,49334,1880,54,True,0,0,18.0,4,4,1,2,2,1,Monreal,monreal,1,4
122,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,181,0,0,0,0.0,9830,0.0,0,2018-12-26T17:15:00Z,26 Dec 17:15,0,0,0,0,0,3,0,0,0,0,0,0,19,0,73171,0,0,0,1.0,1.0,0.0,0,-27244,964,28208,54,False,0,0,19.0,1,3,3,4,2,1,Monreal,monreal,1,3
123,0,0,0,0,0,0,0,0,0,0.0,0,0,5,0,0,196,0,0,0,0.0,10398,0.0,0,2018-12-29T17:30:00Z,29 Dec 17:30,0,0,0,0,0,12,0,0,0,0,0,0,20,0,58591,0,0,0,1.0,5.0,0.0,0,-15088,56,15144,54,False,0,0,20.0,1,5,12,4,2,1,Monreal,monreal,1,12
130,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,1,0,0,0,0.0,6,0.0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,13,0,0,0,0,0,0,1,0,29752,0,0,0,2.0,0.0,0.0,0,0,0,0,45,True,0,0,1.0,13,4,1,4,2,1,Holding,holding,1,13
131,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,14,0,0,0,0.0,531,0.0,0,2018-08-18T16:30:00Z,18 Aug 17:30,0,0,0,0,0,6,0,0,0,0,0,0,2,0,34584,0,0,0,2.0,3.0,0.0,0,-3242,1182,4424,45,False,0,0,2.0,1,4,6,4,2,1,Holding,holding,1,6
132,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,21,0,0,0,0.0,1058,0.0,0,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,0,0,0,19,0,0,0,0,0,0,3,0,31627,0,0,0,1.0,3.0,0.0,0,-4118,658,4776,45,True,0,0,3.0,19,4,1,3,2,1,Holding,holding,1,19
133,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,33,0,0,0,0.0,1589,0.0,0,2018-09-02T12:30:00Z,02 Sep 13:30,0,0,0,0,0,5,0,0,0,0,0,0,4,0,29855,0,0,0,3.0,2.0,0.0,0,-2865,377,3242,44,False,0,0,4.0,1,2,5,4,2,1,Holding,holding,1,5
134,0,0,0,0,0,0,0,0,0,0.0,0,0,6,0,0,46,0,0,0,0.0,2126,0.0,0,2018-09-15T14:00:00Z,15 Sep 15:00,0,0,0,0,0,15,0,0,0,0,0,0,5,0,28592,0,0,0,2.0,1.0,0.0,0,-1982,298,2280,44,False,0,0,5.0,1,2,15,4,2,1,Holding,holding,1,15
135,0,36,0,0,0,9,0,6,31,0.5,0,0,6,0,0,51,1,0,0,1.3,2663,12.0,0,2018-09-23T15:00:00Z,23 Sep 16:00,0,0,51,0,0,8,0,0,0,0,4,0,6,0,27951,1,0,0,0.0,2.0,0.0,1,-1096,194,1290,44,True,0,0,6.0,8,4,1,3,2,1,Holding,holding,1,8
136,0,45,0,0,3,31,1,10,40,0.9,1,0,6,0,0,61,0,0,0,2.6,3201,23.0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,18,0,0,0,0,9,0,7,0,27855,0,0,0,0.0,2.0,2.0,9,-516,487,1003,44,True,0,0,7.0,18,4,1,3,2,1,Holding,holding,1,18
137,0,61,0,0,0,15,0,5,51,0.0,0,0,6,0,0,74,1,1,0,2.3,3740,23.0,0,2018-10-07T11:00:00Z,07 Oct 12:00,0,0,90,0,0,9,0,0,0,0,6,0,8,0,31920,0,1,0,5.0,1.0,0.0,2,3076,3896,820,44,False,0,0,8.0,1,2,9,4,2,1,Holding,holding,1,9
138,0,61,0,0,0,8,0,3,53,0.3,1,0,6,0,0,81,1,1,0,2.6,4282,18.8,0,2018-10-22T19:00:00Z,22 Oct 20:00,0,0,90,0,0,11,0,0,0,0,3,0,9,0,35317,0,0,1,1.0,3.0,7.0,1,2838,4259,1421,44,True,0,1,9.0,11,4,1,3,2,1,Holding,holding,1,11
139,0,73,0,0,0,15,0,7,66,0.9,0,0,6,0,0,93,0,2,0,1.8,4828,14.6,0,2018-10-28T13:30:00Z,28 Oct 13:30,0,0,90,0,0,7,0,0,0,0,2,0,10,0,37179,0,0,0,2.0,2.0,2.0,1,1489,2794,1305,44,False,0,0,10.0,1,2,7,4,2,1,Holding,holding,1,7
140,0,82,0,0,2,23,0,10,75,0.8,0,0,6,0,0,101,0,1,0,3.5,5376,34.4,0,2018-11-03T17:30:00Z,03 Nov 17:30,0,0,90,0,0,12,0,0,0,0,6,0,11,0,37398,0,2,0,1.0,1.0,0.0,4,-16,1739,1755,44,True,0,0,11.0,12,4,1,4,2,1,Holding,holding,1,12
141,0,90,0,0,0,15,0,2,85,1.0,1,0,6,0,0,111,1,1,0,2.3,5926,21.6,0,2018-11-11T16:30:00Z,11 Nov 16:30,0,0,90,0,0,20,0,0,0,0,11,0,12,0,48849,1,0,0,1.0,1.0,0.0,2,9765,10810,1045,44,True,0,0,12.0,20,4,1,3,2,1,Holding,holding,1,20
142,0,71,0,0,0,13,0,3,53,12.1,0,0,6,0,0,121,1,1,0,3.2,6478,19.6,1,2018-11-25T13:30:00Z,25 Nov 13:30,0,0,90,0,0,2,0,0,0,0,4,0,13,0,51185,1,2,0,2.0,1.0,0.0,2,2438,4599,2161,44,False,0,0,13.0,1,3,2,4,2,1,Holding,holding,1,2
143,0,65,0,0,0,14,0,7,60,11.0,0,0,6,0,0,131,1,2,0,2.9,7031,14.8,1,2018-12-02T14:05:00Z,02 Dec 14:05,0,0,90,0,0,17,0,1,0,0,8,0,14,0,51809,1,1,1,2.0,4.0,3.0,1,494,2041,1547,44,True,0,0,14.0,17,4,1,4,2,1,Holding,holding,1,17
